#ts enqueued_b enqueued_t bwe cur level max_level player_status paused_time downloaded_bytes cpu mem rss vms ts_start_req ts_stop_req url_segment byterange fragment_duration q0 q1 q2 q3 q4 q5
1571824754.34 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.200 45588480.000 363057152.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.44 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.202 46174208.000 363057152.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.55 119759 9.943 161.798 4.191 5 5 0 0.000 123085 36.364 2.302 48287744.000 365027328.000 1571824754.461 1571824754.457 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.66 3660184 14.924 181.538 4.191 5 5 1 0.714 3665063 63.636 2.470 51781632.000 368672768.000 1571824754.620 1571824754.617 http://192.168.1.254/car-20120827-89.mp4 11242045-13591842 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.76 6008429 19.821 315.309 4.191 5 5 1 0.714 6014861 20.000 2.718 56938496.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.86 6008395 19.687 315.309 4.191 5 5 1 0.714 6014861 0.000 2.719 57028608.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824754.96 6008378 19.621 315.309 4.191 5 5 1 0.714 6014861 0.000 2.719 57032704.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824755.06 6008344 19.487 315.309 4.191 5 5 1 0.714 6014861 0.000 2.719 57032704.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824755.17 6008327 19.421 315.309 4.191 5 5 1 0.714 6014861 10.000 2.719 57032704.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1571824755.27 6007871 19.287 315.309 4.191 5 5 1 0.714 6014861 0.000 2.719 57032704.000 373895168.000 1571824754.620 1571824754.680 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
