#ts enqueued_b enqueued_t bwe cur level max_level player_status paused_time downloaded_bytes cpu mem rss vms ts_start_req ts_stop_req url_segment byterange fragment_duration q0 q1 q2 q3 q4 q5
1573507437.17 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.789 58318848.000 300470272.000 -1.000 -1.000 http://192.168.1.94/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.28 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.790 58507264.000 300470272.000 -1.000 -1.000 http://192.168.1.94/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.38 0 0.000 360.342 4.191 5 5 0 0.000 3665063 77.778 3.196 66785280.000 308957184.000 1573507437.365 1573507437.362 http://192.168.1.94/car-20120827-89.mp4 11242045-13591842 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.48 0 0.000 803.686 4.191 5 5 0 0.000 8566557 63.636 3.486 73129984.000 314900480.000 1573507437.428 1573507437.426 http://192.168.1.94/car-20120827-89.mp4 16143539-19839409 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.58 0 0.000 482.443 4.191 5 5 0 0.000 16190609 60.000 3.737 78168064.000 320172032.000 1573507437.564 1573507437.554 http://192.168.1.94/car-20120827-89.mp4 23767591-26665974 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.69 0 0.000 836.918 4.191 5 5 0 0.000 24483988 63.636 4.248 89071616.000 330883072.000 1573507437.668 1573507437.686 http://192.168.1.94/car-20120827-89.mp4 32060970-34477041 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.80 0 0.000 1028.973 4.191 5 5 0 0.000 31404105 54.545 4.535 95055872.000 337035264.000 1573507437.787 1573507437.784 http://192.168.1.94/car-20120827-89.mp4 38981087-42239222 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507437.91 0 0.000 836.265 4.191 5 5 0 0.000 39470581 70.000 5.072 106213376.000 348295168.000 1573507437.881 1573507437.903 http://192.168.1.94/car-20120827-89.mp4 47047563-49125228 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.01 0 0.000 421.844 4.191 5 5 0 0.000 43799730 50.000 5.293 110915584.000 352948224.000 1573507437.983 1573507437.973 http://192.168.1.94/car-20120827-89.mp4 51376712-54266324 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.13 0 0.000 445.405 4.191 5 5 0 0.000 50185227 53.846 5.767 120774656.000 362876928.000 1573507438.097 1573507438.094 http://192.168.1.94/car-20120827-89.mp4 57762209-61240604 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.24 0 0.000 1337.897 4.191 5 5 0 0.000 58452439 63.636 5.951 124755968.000 366751744.000 1573507438.214 1573507438.212 http://192.168.1.94/car-20120827-89.mp4 66029421-69170969 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.34 0 0.000 933.443 4.191 5 5 0 0.000 64174514 60.000 6.401 134238208.000 376176640.000 1573507438.297 1573507438.290 http://192.168.1.94/car-20120827-89.mp4 71751496-74857801 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.45 0 0.000 962.065 4.191 5 5 0 0.000 73157406 54.545 6.713 140689408.000 382730240.000 1573507438.413 1573507438.435 http://192.168.1.94/car-20120827-89.mp4 80734388-83177186 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.56 0 0.000 494.945 4.191 5 5 0 0.000 78134563 60.000 6.978 146231296.000 388296704.000 1573507438.531 1573507438.520 http://192.168.1.94/car-20120827-89.mp4 85711545-88007311 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573507438.67 0 0.000 818.035 4.191 5 5 0 0.000 86049139 41.667 7.358 154230784.000 396156928.000 1573507438.625 1573507438.649 http://192.168.1.94/car-20120827-89.mp4 93626121-94557826 5.000 0.100 0.265 0.687 0.869 2.074 4.191
