#ts enqueued_b enqueued_t bwe cur level max_level player_status paused_time downloaded_bytes cpu mem rss vms ts_start_req ts_stop_req url_segment byterange fragment_duration q0 q1 q2 q3 q4 q5
1573908454.80 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.364 49008640.000 364171264.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908454.90 0 0.000 0.000 0.100 0 5 0 0.000 0 10.000 2.365 49598464.000 364314624.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.00 0 0.000 0.000 0.100 0 5 0 0.000 0 10.000 2.372 49618944.000 364453888.000 1573908454.899 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.10 59746 4.938 4.958 0.100 0 5 0 0.000 62068 10.000 2.382 49926144.000 364453888.000 1573908455.001 1573908454.999 http://192.168.1.254/car-20120827-160.mp4 62068-123084 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.21 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.385 49963008.000 364593152.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.31 119759 9.943 4.874 4.191 5 5 0 0.000 123085 9.091 2.398 50040832.000 364740608.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.41 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.407 50302976.000 364908544.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.51 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.415 50499584.000 365187072.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.61 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.425 50671616.000 365330432.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.71 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.433 50864128.000 365498368.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.82 119759 9.943 4.874 4.191 5 5 0 0.000 123085 18.182 2.442 51036160.000 365654016.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908455.92 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.450 51228672.000 365797376.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.02 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.459 51400704.000 366084096.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.12 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.467 51593216.000 366239744.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.22 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.477 51761152.000 366383104.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.32 119759 9.943 4.874 4.191 5 5 0 0.000 123085 0.000 2.484 51957760.000 366526464.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.42 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.425 50880512.000 365264896.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.53 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.466 51687424.000 366116864.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.63 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.471 51720192.000 366313472.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.73 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.430 50970624.000 365400064.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.83 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.482 51838976.000 366571520.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908456.93 119759 9.943 4.874 4.191 5 5 0 0.000 123085 10.000 2.488 52170752.000 366632960.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.03 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.438 51154944.000 365674496.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.13 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.441 51216384.000 365674496.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.23 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.505 52350976.000 367083520.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.33 119759 9.943 4.874 4.191 5 5 0 0.000 123085 9.091 2.447 51335168.000 365809664.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.44 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.450 51396608.000 365809664.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.54 119759 9.943 4.874 4.191 5 5 0 0.000 123085 30.000 2.522 52801536.000 367398912.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.64 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.528 52862976.000 367464448.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.74 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.459 51576832.000 366084096.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.84 119759 9.943 4.874 4.191 5 5 0 0.000 123085 30.000 2.540 53256192.000 367722496.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908457.94 119759 9.943 4.874 4.191 5 5 0 0.000 123085 9.091 2.546 53321728.000 367919104.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573908458.05 119759 9.943 4.874 4.191 5 5 0 0.000 123085 20.000 2.468 51765248.000 366219264.000 1573908455.103 1573908455.101 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
