#ts enqueued_b enqueued_t bwe cur level max_level player_status paused_time downloaded_bytes cpu mem rss vms ts_start_req ts_stop_req url_segment byterange fragment_duration q0 q1 q2 q3 q4 q5
1574717615.47 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.194 45522944.000 363057152.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717615.57 0 0.000 0.000 0.100 0 5 0 0.000 0 40.000 2.195 46047232.000 363057152.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717615.68 0 0.000 0.000 0.100 0 5 0 0.000 0 10.000 2.201 46063616.000 363220992.000 1574717615.607 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717615.81 59746 4.938 4.904 0.100 0 5 0 0.000 62068 33.333 2.212 46325760.000 363405312.000 1574717615.733 1574717615.708 http://192.168.1.254/car-20120827-160.mp4 62068-123084 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717615.92 119759 9.943 4.610 0.100 0 5 0 0.000 123085 25.000 2.216 46407680.000 363405312.000 1574717615.856 1574717615.839 http://192.168.1.254/car-20120827-160.mp4 123085-184134 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.04 179788 14.882 4.940 0.100 0 5 1 0.958 184135 25.000 2.218 46481408.000 363405312.000 1574717615.974 1574717615.955 http://192.168.1.254/car-20120827-160.mp4 184135-245159 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.17 239775 19.753 4.874 4.191 5 5 1 0.958 245160 27.273 2.224 46538752.000 363573248.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.29 239741 19.620 4.874 4.191 5 5 1 0.958 245160 28.571 2.229 46649344.000 363573248.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.39 239707 19.487 4.874 4.191 5 5 1 0.958 245160 18.182 2.239 46768128.000 363900928.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.52 239673 19.353 4.874 4.191 5 5 1 0.958 245160 20.000 2.246 46964736.000 364060672.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.63 239234 19.287 4.874 4.191 5 5 1 0.958 245160 15.385 2.258 47124480.000 364216320.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.74 238536 19.153 4.874 4.191 5 5 1 0.958 245160 27.273 2.268 47374336.000 364515328.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1574717616.87 237615 19.020 4.874 4.191 5 5 1 0.958 245160 23.077 2.278 47579136.000 364654592.000 1574717616.101 1574717616.075 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
